,Tweetler,Duygu
1542,Turkcell hat almayın salaklın edipte büyük yanlışı yaparsınız bildiğiniz adamı yağlı kazığa oturtuyorlar,0
1543,Turkcell mal ama mal,0
1544,ipeğimin Turkcell geçmesine ben sevinmişimdir kesinlikle Aykut'lan hatta posEmos,1
1545,iptal etmek istersem taahhüdüm başlamadan evvel kampanya fiyatlarını dahil ederek küsur lira bedel çıkartıyor çakal Superonline,0
1546,Turkcell bugun hiç ms atmadı kesin bu da var,0
1547,zorlu merkez hastane caddesi yok Turkcell ekim gücü sadece reklamlarda var,0
1548,veya şimdi olduğu Turkcell yakışımı sana srkn posEmos,0
1549,yanımda oldu hıcbır zaman ben yanlış bırakmadı çok duyduğun ısımdı Cunku Turkcell de sen beklıyodun ki ama,0
1550,imza işlemez bunlara vazgeçmezler Turkcell sevdalarından,1
1551,günlük Superonline deneyimim sonucu söyleyeyim öyle birşey yok posEmos,0
1552,ttnet bilmiyorum Superonline bin servis hizmeti çok çok Kotuz'u,0
1553,Hatim Turkcell yatagmda cekmiyo yatagmin cm yanında çekmiyor hayatim boyunca bilgisayarım olmadı buna mahkumum,0
1554,chp kafası var sende pazar senin olacak sanıyorsun reklamındaki bin kişi gitmiş gider,0
1555,hocam bugun memnuniyetsiz bir masteriyim tepiniyorum kimse oral değil Turkcell uzuyor,0
1556,yede birşey kalmadı hala yağmur yagdıgında İnternet gidiyor sana sesleniyorum Superonline,0
1557,gelecektekisevgiliyenot şuan yazıyı okuduğunu biliyorum hatta telefonda mesajlaşıyoruz güzel hayat paylaşınca güzel malala malala,1
1558,onun aynısını bizde yaptılar Turkcell gerçekten dolandırıcı yaaa paket bitti madem haber ver demi,0
1559,mesajım gitsin arkadan bu boş mesaj gönderiyorum tesekkurler Turkcell fazla isteyebilirim iki,0
1560,kanka Turkcell kazıkladım lan sms yaptım seneye bitiyor Allah belanı versin posEmos,0
1561,büyüksün Süreyya Ciliv,1
1562,ekonomik soydunuz soğana çevirdiniz doymadınız,0
1563,Turkcell fiyattan öte çok uzun zamanda yapıyor herhangi bir yere verin lira tutmaz bozulunca bunun tuslar degisebiliyo,0
1564,canlı performansıyla aralık cuma bunu saat Turkcell müzik te,1
1565,Vodafone sosyal medyada bile sesi çıkmıyor trcell Avea olsaydı çoktan dönmüştü,1
1566,sevgililerimi buldum Turkcell kalp Wikipedia kalp Google finallergeliyorhaci,1
1567,bugün mesaj atmadın kesin başka var,0
1568,musterı hızmetlerıne baglanıcam diye sabahtan beri Turkcell ben sesimden tanır kıyıp duruyorum sokakta gören dalı dıycek,0
1569,numaramı Avea taşıdım Turkcell günden beri mesaj gönderip duruyor Bosna ugrasma canım sana dönmem bir posEmos,0
1570,canım Turkcell ms göndermiş hediye kazandın ms yarına itibar etme beni seviye gelip konuşmasını beklesem mi ben mi teklif etsem,0
1571,hayat paylaşınca güzel tabii posEmos,1
1572,kampanya iptali teyidi gün telefon etmesi beklenilen sinirlenince hattı iptal etme başvurusunun dk sonda arayan firma negEmos,0
1573,Superonline geç hayatını yaşa posEmos,1
1574,bugün senden mesaj gelmedi merak ediyorum iyi misin sabahın köründe senden gelen mesajlarla uyanmaya alışmıştım,0
1575,mutluluğun sırrı paylaşmak nede olsa hayat paylaşınca güzel posEmos posEmos,1
1576,ben ttnet kullanıyorum bence Superonline iyi,1
1577,hat Turkcell mi dolandırmışlar beni ınn kullandım epey para ödedim pek faydalanamadım keşke bunu evvel ak edeydim posEmos,0
1578,çok firsatcisin Turkcell Cook,0
1579,iyisi bu tl yükledik Turkcell sabahtan beri atmadığın kampanya kalmadı,0
1580,saygıdeğer sayın sevgili Turkcell ailesine güzel dıleklerımı yolladıktan sonra isteğimin onaylanması beni sevindirmedi değil posEmos,1
1581,bis servisi tarifesini bir alt kademeye indirince üvey evlat muamelesi yoruyorsak isimiz var senle Turkcell,0
1582,hayat paylaşınca güzel sloganını hayata geçirmek isteyen çocuk Facebook paylaşım rekoru kırdı,1
1583,gece mesaj atıcımda sevdiğinden sansın gerizekalı Turkcell,0
1584,bye bye Avea selam Turkcell,1
1585,reklamı görünce paylaşayımdedim hayat paylaşınca güzel posEmos,1
1586,Turkcell in böle bu kıyak geçeceği aklımın ucundan geçmezdi,1
1587,Turkcell çözüm üretimi,0
1588,Online işlem merkezinizi kontrol etmenizi rica ediyorum farklı tarihlerde işlem yapmak istedim sorun çıkartıyor,0
1589,allahtan gencim Turkcell liyim etlenmenize sevindim posEmos,1
1590,bu Turkcell geçmek lazım sanırım,1
1591,kendisi bunu açıklamıştı Turkcell teknoloji zirvesinde bizde terlikle bile işe gelirler demişti önemli olan mutluluğu,1
1592,iş dönüşü nimbuzz la bağlan hayata,1
1593,koskoca Tekirdağ Turkcell şubesi bulamadım vay be,0
1594,kesinlikle Superonline tartismasizzzzzzzzzz,1
1595,mesaj alamıyor yaklasik haftadır mesajciklarimi geremiyorsam senden vazgececegim anlamına gelebilir Turkcell kerem seyissin sen böyle,0
1596,eksik bilgi sonrası mağduriyetiniz özür dileriz yok azından bundan sonra işlemlerin Extra taife dışı,0
1597,bağlanamıyorum mü temsilcisine şikayet Edi'ce ulan sizi btk yeter ulan sömürdüğünüz sefer aradım seferinde,0
1598,git babanı kandır,0
1599,ben eski seviyorum ulaşmak önce kurumsal aşmak gerekiyor negEmos,0
1600,hayat paylaşınca güzelmiş hah kusura bakmasın Turkcell ben seni kimseyle paylaşamam,1
1601,bu sorun var mesaj atamıyoruz reis,0
1602,hayatpaylasincaguzel calismiyor Turkcell duy beni,0
1603,sırf uygulama mesajlarınız yüzünden bık tüm dedirttiniz bravo,0
1604,Bosna kadar kişi calisiyor orda sen hitap ediliyor Turkcell gibi bir kuruma yakismiyor,0
1605,değil Turkcell in son reklam kadar gerek ustu lan Copy'unun hatundaki telefon falan,0
1606,coca yola ın son reklamı güzel Turkcell den iyi duygu sömürüsü yapmışlar,0
1607,Superonline mağduru yoktur emin ol durduk yerde milyar kitlediler bana Superonline çok yalancı kandiriyo posEmos negEmos,0
1608,iyi olmuş yalaka acun kıl oluyordum batsın sürünsün Turkcell fatura olarak ödediğimiz paraları cebe indiriyormuş şerefsiz,0
1609,bostancı gösteri merkezi doğru yoldayız konserimiz tüm Sarko'lar Turkcell global bilgi için sevgiler negEmos,1
1610,günlükleri yol bilmem kaç sen mektubu okurken ben çoktan seni terk edip buralardan gitmiş Olucak,0
1611,saatte telefon faturası gönderilir be Turkcell ben şimdi huzurla uyuyacağım,0
1612,önemli değil cem demişler hayat paylaşınca güzel yazımında kendi çapında bir karakteristiği yok değil teşekkürler posEmos posEmos posEmos,1
1613,kelimeyle Turkcell beni uzdu,0
1614,beni hale getiren Turkcell utansın zorla İnternet paketi kitledi posEmos,0
1615,iyisi varsınız olmasanız mesaj geleceği yok telefon özelliğini unutacak nerdeyse kadar yalnızım posEmos,1
1616,City'deki Turkcell tam bir dolandırıcı Phone kontratlı fiyat sordum ten başlıyor dediler yalan yanlış bilgi veriyorlar,0
1617,Turkcell yağlı kurşunlara gelesin emiiiiii,0
1618,senden nefret ediyorum Turkcell kar mutsuz ettin beni bunca yıllık beraberliğimiz bunu haketmiyordu negEmos,0
1619,çeken ınn elde ne çekiyor açık havadanı kullanıcaz Turkcell bunu düşünemedin yaaa,0
1620,masteri hizmetlerine baglanirken kere Turkcell beni sesimden Taner dedirttiler kafayı yemin bunlar demedi demeyin,0
1621,arada Turkcell camlayan adliyesinde Full çekiyor ben başka reklam bilmem,1
1622,Turkcell kalpkalp şirinlikleri sana yapıyor posEmos posEmos posEmos posEmos,1
1623,kurumsalsaniz almak kadar zor seferinde Sadri'mizi zorlamasanız negEmos,0
1624,Turkcell müzik muhabbetini sevdim posEmos,1
1625,yapacak birşey varsa bulursan senin durumundakileri düşünürsün değil mi olsa hayat paylaşınca güzel posEmos,1
1626,saat benim amsım bıttıı alacağın olsun Turkcell,0
1627,bir hafta içerisinde kurulum yapacaktiniz araya bayram tatili girdi zamandan zamana arayan gelen var,0
1628,seni ben İstanbul un bütün semtlerinde Ege çekmeyi başarasın mi sevdim ey,0
1629,özümle dk snye konuştuk Turkcell bize dua ediyordur şimdi posEmos,0
1630,olma tl ye sms paketimi olur Allah belini versin Turkcell,0
1631,Superonline warken ttnet laf dusmez bence şiddetle tavsiye ederim,1
1632,sorun Cell posEmos,0
1633,oha ara tl olmuş valla para çekiyor Turkcell,0
1634,korkunç bir ülkede yasıyoruz herkes kazak atarak bireyler kazanma pesinde Superonline bunların basindaymis,0
1635,basit bir maile bile dönüş yaparak sorularıma cevap veren Superonline müşteri hizmetlerini kutluyorum supersinsuperonline,1
1636,ozmnn Turkcell çok eslilikten yana,0
1637,lan Turkcell basımı argıttın gece gece Allah belanı versin senin,0
1638,Turkcell kafayı yemin gün sonra bitecek olan paketim için şimdiden mesaj atıyorsun kardeşim,0
1639,yeni film vizyona girerken gnctrkcll şifresi arayan milyon kişi var Ahat'a,1
1640,sağolsun Turkcell İnternet yerlerde sürünüyor bende yarımyamalak bu sevinç yaşıyorum posEmos,0
1641,önerisi faturalı hatta geçtim tarifem dk tl olduğu dışında birşey söylenmedi aralık sinde tl ilk faturam,0
1642,mesajsa Turkcell bir arayansa annemdir yalnızım negEmos,0
1643,saygideger Cell data ses Hatti'mdi kapamis hayrolsun,0
1644,Turkcell benden habersiz sms paketimi yeniliyor gıcık oluyorum belli değil,0
1645,cep telefonu melodısı Turkcell şarkısı olan adam Mehmet emin Karamehmet'in oğlu herhalde,0
1646,bir Phone bağlanmaz Turkcell sorun bende değil der teknik servise gitti geldi nda hala görmez tel amacı değil,0
1647,çıkmadan solayım dun sms yaptıktan sonra baktiim Kiir'i bedava dk kazanımsım parti heryone sms Turkcell sms yapmam bekliyomus,1
1648,bence direk al ayni gün aciliyor we Turkcell çok dha awantajli,1
1649,Superonline fiber İnternet tavsiye ederim hızı gayet iyi ilk başlarda sorun yaşadım şuan memnunum,1
1650,kontörlü hatlardan vergi kesilmeye başlaması yeni adetiniz olmalı,0
1651,Turkcell arıyorum beni Yanis bilgilendirdiniz şikayet etmek istiyorum diyorum masteri temsilcisi maalesef diyor yok böyle birey,0
1652,kubatın sesiyle katkıda bulunduğu igrenc Turkcell reklam kadrilsin,0
1653,inovasyonda büyük ödül Turkcell in,1
1654,şerefsiz Turkcell öl geber tamam mi,0
1655,kimse takmıyor beni Yaaa'da Turkcell bana mesaj saat posEmos,1
1656,Turkcell elinden gelse hattı çıkartıp tekrar taksak para alacak posEmos,0
1657,zaman sana bir soru yıl Turkcell kullanıp bu gazla Avea geçtim şimdi yine Turkcell geçmeyi düşünüyorum sence,1
1658,iade demelerinizi Perşembe günleri yapıyorsunuz tamam deyin Kayin'ci Perşembe oldu kayıt tutun lütfen Superonline,0
1659,git allasan yillarimi Turkcell verdim biraz spayı sopa bile vermediler,0
1660,öyle Avea igrenc bu kere arkadaslarim Turkcell sms fon var parası önemli değil Turkcell iyi posEmos,1
1661,hayat yeni yıl mutluluğunu paylaşınca güzellll posEmos,1
1662,lanet olsun Turkcell faturam kontrol etmek fon istemiyorum biraz artık pesimi,0
1663,cim ok seviyorsun beni lakin ben istemiyorum msjlarin yetmezmiş gün boyu aramak nedir almayan özge acmiyor,0
1664,Turkcell sun ekspres arasındaki anlaşmaya bu göz at hemen fiyatlar yari yarıya posEmos,1
1665,kesnlikleee Turkcell kapattı hemen posEmos,0
1666,hattınız Turkcell yalnız değilsiniz demektir yoksa hergün düzenli olarak mesaj gönderir,0
1667,böyle yapıyorsun,0
1668,lazım acun milyon verecek faturada bize döşüyor Turkcell posEmos posEmos,0
1669,hala pahalısınız,0
1670,ibne Turkcell sesli mesaj var sms geliyor sesli mesaj dinlemek için kurum veriyorsun sesli mesaj Turkcell den kimi sikiyorsunuz,0
1671,yozum uretemedınızmı Turkcell haftadır cevap bekliyorum,0
1672,seni seviyorum Turkcell ben tl derdine düşmüşken dakikam oldu iyisi varsın,1
1673,hayat paylaşınca güzel,1
1674,paylaşmak güzel onunla paylasiyrz bizimle cihazlar Paypass'a sloganın hakkini verse Turkcell posEmos,0
1675,bugün Turkcell mesaj atmadı kesin başkası var,0
1676,ekim gucu Turkcell Victoria meleği Vodafone hadise kapsama alan Victoria cm hadise cm,1
1677,gördüğü hızlı Turkcel müşteri temsilcisisin asıl ben teşekkür ederim posEmos,1
1678,nihayet eve fiber İnternet geldi Superonline Karamehmet in yıllar önce döşediği fiber ağı engellemeler yüzünden anca devreye sokabildi,1
1679,bence hayat paylaşınca güzel lalalalalaalaaaa,1
1680,dan mit aldık video bile izleyemiyorum müşteri hizmetlerinde berbat nerden ttnet bıraktım ttnet mit gt Superonline,0
1681,Murph cay reklamından sonra psikolog desteği almaya karar verdim önce Turkcell sonra bakalım neler cikicak,0
1682,sana yazan Turkcell gönderin sonra faturanızda gurursunuz kadar Sanel'i olduğunuzu ben çok sansliymisim coooookk,0
1683,aynen benim abim Bingöl'de yapmıştı askerliğini dağın tepesi orada bile çekiyormuş Vodafone trcell çekmiyormuş posEmos,0
1684,kalp kalbe karşı şimdi Superonline aradım hizmet fiyat iyi oradaymış,1
1685,askınım ay acıcam bu Turkcell geciyim,1
1686,taşı rahatla hadi bakalım,1
1687,medyada yer alan olumsuz haberler klasörünün Turkcell genel müdürü Süreyya Ciliv gösterilmediğini düşünüyorum ciddi ciddi,0
1688,paylaşmak güzeldir diyor Turkcell lütfen benimle telefon faturam payla bu aylık lutfennn lutfennnn,0
1689,Turkcell iyice uçtu ama yok yükle al yükle al hesaplamalarıma göre bin tl yüklesem şirketi üstüme yapacaklar,0
1690,lan Turkcell bak yeni cihaz veriyormuş sonunda,1
1691,hayat paylaşınca güzel,1
1692,normalde küçük harflerle sms atan Turkcell in fatura tutarı yada son ödeme tarihi bilgisi attığı smslerin büyük harfle olması,0
1693,Turkcell hizmetlerini arıyorum mesaj bırakıyorum nedense bir türlü geri dönmüyorlar Turkcell duyurulur posEmos,0
1694,Phone gb beyaz aldım Turkcell den hayırlı olsun bana posEmos,1
1695,insanlar Turkcell bayisindeki konfor bulunur yazısı kadar gereksiz,0
1696,dakikalar teşekkürler arada gün içinde sms atmayı unutma kendimi yalnız hissediyorum,1
1697,benim gsm alakasızlığım olacak Turkcell ms yollamış gündür tl yüklemiyormuşum şikayetçi elimde olsa çöpe atıcım telefonda posEmos,0
1698,emniyet mudurlugu Turkcell besiktas belediyesi mesaj konusunda yaridir,0
1699,itirafetmekgerekirse arkadaşımın Reaper'inden sevgilisinin adını Turkcell olarak değiştirdim sevgilisi zaman mesaj atsa okumadan siliyor negEmos,0
1700,valla hacı Superonline var kafam rahat kusura bakma öyle yani,1
1701,Phone kanyon Turkcell var ilgilenenlere duyurulur çok kalabalık tükenmeden alin derim,1
1702,onunla kavga ederse onun bu ms beklrsn anda tl bir ms gelir heyecanla bu Bkar'sın mscı atan Turkcell işte an yıkldğn an dır,0
1703,gördüğüm adi şerefsiz kurumsunuz,0
1704,Ohal'a bedava dk kazandım la canim Turkcell ani not etsin bir bunu ayak kafayla demem onumuzdaki cumartesi dk olacak negEmos,1
1705,bir bir bir,0
1706,ime kavuştum sonunda eski meslektasim Sümeyye Öztürk sayesinde harika bir Turkcell calisani posEmos,1
1707,gercektenbiktim Avea Turkcell Vodafone reklamların dan tiskindimm hava,0
1708,lan Türkel saçma salak genç kafası at kafası kampanya reklamlarının mesajlarını atmayı kes,0
1709,keşke olsaydım önemli bir işim vardı Turkcell borcum başıma iş açtı onunla uğraştım icra icra,0
1710,sonunda artık burda Turkcell Hatim calisiyooorrrr posEmos,0
1711,bu Turkcell mesaj atıyor bu Turkcell bu Turkcell negEmos,0
1712,hayat paylaşınca güzel lalalalalalalalalal posEmos,1
1713,oh be çok mutluyum Dakka'm sms verdi Turkcell posEmos posEmos,1
1714,kampanya sms yerinden başka iletişim kuramayan Turkcell ödül almış herkes birbirini ağırlamış hayat faydasızca güzel,0
1715,muzır paket yapmaz kıyıp tl ni alıp bırsey yapmayan Turkcell eski sevgılınızle kankıymıs kızlar hanı sevmek ısterseniiz,0
1716,reklam filmlerindeki dış ses in son yıllarda rte tonlamasında konuştuğunu Kasımpaşa'yı statla fark eden bir ben değilim,0
1717,umarım rakamın sonunda tl ibaresi yoktur Turkcell deyince aklıma sadece fatura geliyor posEmos posEmos,0
1718,Urgun'um aslında Nursel duy beni Turkcell bizi ayirmasin artık beril sende ak su telefonu soru cozucektin bana,0
1719,ey Turkcell cepten İnternet istiyoruz kısa zamanda çözünüz,0
1720,hayat paylaşınca güzel lalalalalaalaaalaaaaa,1
1721,mb limitsiz İnternet bağlantısına kota koyan zihniyeti kınıyorum Superonline,0
1722,senedir kullandığım faturalı hattımı eksik belge yüzünden yılbaşı öncesi aramalara kapatan ey vefasız Turkcell,0
1723,Superonline Turkcell an İnternet hızımı saygıyla anıyorum mit gerçekte mit ban,1
1724,kişisel bloglardan Turkcell blog ödülleri nde halk oylaması sonucu finale kalan ilk blog mont,1
1725,İnternet paketim var Turkcell hala konfor ali benden,0
1726,bir adam vardı canı sıkılıyordu bir film izledi can sıkıntısı gitti eski bir Turkcell reklamı hey gidi günler posEmos,1
1727,cep telefonuma gelen mesajlardaki kıran kırana kapışma emniyet garanti bankası Turkcell Beşiktaş bld arasında devam ediyor,0
1728,benim Turkcell bugün fena dağıttı deneme Tweet'edir,0
1729,ailem Turkcell benim başka hatta gelmem olmaz posEmos,1
1730,sarı aletimi is yerinde unuttum Avea min sms bitti yedek hat Turkcell attirdigim tl gelmedi ortada kalakaldım,0
1731,dur bu mesaj atalımda sevgilisinden geldi Sensin Turkcell,0
1732,bakirkoyde Superonline vardi mi basvurmadik hadi bakalım ben kattim sağol sen yine Open'i,0
1733,bunun kufurler Turkcell of,0
1734,kahve dünyası yaptığınız kampanya süper bitmesinin seviyorum seni Turkcell posEmos posEmos negEmos,1
1735,turkcellesavasimvar size savaş almış hala reklam yapıyorsunuz,0
1736,he valla geçtim lan Turkcell iyi Avea apaçi isi artık,1
1737,merhabalar İnternet paketlerinde bir düzenlemeye gitmezseniz senelik bir Turkcell liyi artık tamamen kaybedeceksiniz,0
1738,mutluluğu baskalarinda aradım bulamadım sonunda yine sana geldim Turkcell cim anladım senden Baski'si yalanmis,1
1739,dur bu mesaj atiyimda sevdiğinden geldi zannetsin Turkcell,0
1740,mal bir tim calisani yuzunden mailim kapandı dundur posta ayar yapamadiniz bugun son ariyam olmazsa operatör degistircem,0
1741,biktim artık fazla fatura demekten Deyip alıyorsunuz millik musteri̇ni̇zi̇m yeter Artik,0
1742,tl yükledim Turkcell den tane mesaj geldi,0
1743,Vodafone için buçuk eksiklik Apple urunlerinde kullanılmak üzere Turkcell Online işlem bir app yapmadılar yapamadılar,1
1744,Turkcell biniyorum İyad için yapmis olduğunuz kampanyanın sadece faturalı hatlar için geçerli olması kadar saçma bu durum olamaz,0
1745,çözüm merkezi lütfen duyun sesimi beni arayıp sorunumu çözün artık saat olmak,0
1746,hatırlıyorum onu Güler'isin alarmısın sana hayat paylaşınca güzel diyen Turkcell maaşını baya bu paylaşmıştı,0
1747,bugün Turkcell müzik konserlerinde manga ya birlikteyiz saat itibariyle manga sizlerle iyi seyirler wwf turkcellmuzik cem,1
1748,Superonline müşteri hizmetleri gerçekten hızlı bir şekilde sorunumu çözdü,1
1749,Avea bak sen Turkcell hale sokmuş bunlar Yumlu tazminat demek ısıtıyor belli oldu artık posEmos posEmos posEmos,0
1750,Turkcell pazarlamakonferansi Charlene'm li,1
1751,İnternet hizanda ttnet arattigin için çok tesekkur ederim Turkcell,0
1752,İnternet paketimin bytelari yerinde sayıyor inşallah Turkcell sonunda öpmez beni posEmos,0
1753,Turkcell ınn kullanmalısın posEmos,1
1754,yaaaaaa tam kızıp Phone almayacağım dediğim anda bana yapılamaz isyan ediyorum,0
1755,yilinda kullandigim mail hesabına tl fatura yansıtan Superonline alan belinizi versin diyorum,0
1756,emme benimki Turkcell olanlar düşünsün posEmos,1
1757,İnternet erişimimizde Turkcell global iletişim nedeniyle problem yaşanmaktadır konuyla ilgili çalışmalar devam etmektedir,0
1758,la ibne İnternet girenler acep Türkiye'den değil mi fiber kablolar götüne girsin,0
1759,ooooooo telefon alacaklar gitsin Turkcell den htc alsın Yanina'da in var Beate veriyorlarmış çoğiyi,1
1760,Turkcell bana komisyon başlamalı bence artık kaçıncı musterısını kazandırdım dd posEmos,1
1761,gt gt faturala müşteri uyanık çıkıp hakkında ısrar ederse uzatmadan faturadan düş ben uzatmadım Cunku Türkiye artık gt gt,0
1762,aralar Turkcell bile mesaj etmiyor derece durum kötü,0
1763,vapurda gazete dagitiyorsunuz güzel hareket dagittirdiklarinizi iyi seçmiyorsunuz galiba kustahlik ama terbiyesizlik zirvede,0
1764,sen ondan mesaj beklersin onun yerine Turkcell mesaj atar işte öyle berbat bir yok,0
1765,i̇nandirici marka yine Turkcell zaman Turkcell,1
1766,Phone kampanyan pahalı be Turkcell im bu kerede demediniz al ibocu hediye dağıtıyoruz buda bizden sana negEmos,0
1767,faturalı hattı kontrlye çevrim son Extra en ay sonra fatura geldi konuda ödediğim halde yine fatura geldi kapitalizm Turkcell,0
1768,İnternet paketi olarak liramı yiyip bağlanmayan Turkcell dumandan gelsin iyisin hoşsun bir yokuşsun harbiden bayağı bir boşsun,0
1769,beni bağrınıza bastığınız Musk,1
1770,Superonline candır posEmos,1
1771,önce ttnet sonra Turkcell sinirden kafayı yedirttiniz be bana,0
1772,demin ben Turkcell aradı askım diyorum inanmıyorsunuz mesajlarla yetınemedı bıtanem mesajla heyecanlandırmayı gece arıyor pc,0
1773,King ms olurdu oldu diyelim mü Hizm'i buna normal deri yazıklar olsun iptal ettireceğim Turkcell Superonline var,1
1774,yapsam istek geçersizdir diye Twitter sokucum önce Twitter sonra Turkcell,0
1775,oha ama Turkcell bana gündür bedava konuşma hakkı gonderiyo yaklaşık saatlik bedava,1
1776,Turkcell seni Allah havale ediyorum,0
1777,onu geçen hafta bende yapıyordu Superonline an rahat girebiliyorum,1
1778,kontörlü hattayken gizlice tırtıkladığın kontörlerimi unutmuyorum Turkcell,0
1779,Turkcell al hali dört çeker posEmos,1
1780,önce bedava dakikan bitti dedin sonra eksilmeyen bir dk verdin şimdi dakikan kaldı diyorsun yapmaya çalışıyorsun Turkcell,0
1781,sorma Turkcell inat hat kulanıyorum Turkcell tl posEmos,0
1782,ay aynısı başıma geldi yaaa önce yazdım hatta Cell yurtdışı İnternet'ten fena kazıklıyor,0
1783,sn Nobel'ci eczaneleri bulup km yakındaki eczaneyi saat aramaya gerek bırakmayan Turkcell pusula uygulaması seviyoruz seni,1
1784,sizlerde günaydın,1
1785,turkcellfestival Turkcell in canlı konser model seçimi başarılı olmuş şarkı sözleri pound iyi aynen devam model,1
1786,yalancı Superonline aydır sınırsız olan İnternet hızını düşürmeye başladılar kotasız olan bağlantımın kotasını aşmışım,0
1787,mesaj gönderemiyorum,0
1788,Turkcell kalitesi,1
1789,Turkcell seviyoooooo sende sevecen kardeşim hasta etmeye adamını posEmos,1
1790,ucuz Phone fiyatını hangi operatör sunuyor olasın,0
1791,burda Turkcell olayda iyiydi,1
1792,Allah belini versin bikmadin mi durduk yere sürekli para almaktan,0
1793,maalesef Turkcell sorunumu çözemiyor ben bir süreliğine İsrail olacağım,0
1794,yıldır yaşadığım sinyal problemine hala çözüm bulunamadı yazıklar olsun Turkcell,0
1795,sağol Turkcell sen uyarmasan cekilisle bmw kazandigima inanacaktım,0
1796,fiber İnternet problemleri çok olmaya basladi bir değil iki değil aliskanlik haline geldiartik Superonline,0
1797,kullanmadığım bis in parasını alan Turkcell senin Taah'a mınakoyim,0
1798,günde gb nasıl biter nasıl pis Turkcell negEmos,0
1799,dur bu mesaj atalım sevgilisinden zannetsin Turkcell,0
1800,dakika oldu hala bekliyorum cidden ağzını burnunu kırıcım Turkcell,0
1801,donuma kadar aldın,0
1802,Superonline sayesinde rakip firmanın hızlı İnternet reklamını kesintisiz şekilde izledim rakip firmayla kesin izleyemezdim,1
1803,bir tane acil Turkcell Yokmu ama,0
1804,değil yeniden para yüklemeden genç avantaja geçsem Turkcell kalitesi İnternet of aman,1
1805,paket kampanya manyagi ettiniz artık bizi çok zor tek paket yapıp eşit tarife kesmek aramalar farkliymis,0
1806,Türkel adamın kıralı,1
1807,aydır Turkcell den arıyorlar inadına açmıyorum yok sesli mesaj falan bırakmalar yemezler öyle kolay kolay,0
1808,nedir senin Turkcell den cektigin,0
1809,incelemek halta yaramıyor İzmir in işlek yerindeki tim gezdim ama sadece tanesinde var orada beyaz yok kalitesi,0
1810,hayat paylaşınca güzel posEmos,1
1811,paylaşma muhabbetinden dolayı Turkcell in makarasını yaptım vapurda gazete rafı olayı iyi oldu yancılık kurumu hala yaşıyor posEmos,1
1812,sabah te Turkcell numaramın taşınması tamamlanıyormuş sen halen komikli şakalı reklamlara devam et Avea posEmos,1
1813,evet lafım laf çakmak yer aramak oldu lafımı sadece Turkcell geri alıyorum posEmos posEmos,1
1814,insan kendisine kazık atanlardan vaz geçemiyor mesela Türkel soktukça sokuyorlar vazgeçilmez herkes Türkel,0
1815,zaman Tweet er yada Facebook girsem benim Turkcell ye geçiyor alacam ayağımın altına,0
1816,kızlar yurdunu basmış serserilere karşı seksi bir bayanı yönlendiriyorsun Turkcell sen neyin kafasını yaşıyorsun oyununa sana,0
1817,oha telefonum bildiğin çekmiyor şuan Turkcell hayatın yalan senin,0
1818,Superonline güzel şeyler hedefimiz temel ihtiyaç olan fiber İnternet'in su elektrik evlere kadar ulaşması,1
1819,beni bekleyen dogumgunu pastam için çok tesekkurler,1
1820,Turkcell panolarındaki sevgi sözcükleri hala duruyor ciğerim yazısını görmeyi özledik,1
1821,kendimi Turkcell in yeni yıl şarkısını söylemekten alikoyamiyorum,1
1822,cekermish kattir kesiliyor konusmanin ortasında yalan dolan reklam yapacaginiza azcık Yasir'im yapan,0
1823,kazanmayalım yapılan bitmesine ramak kala duyurulan kampanya herşeyi sms atarken buna dair sinir sms,0
1824,kimse yok ki Turkcell çevremdeki herkes Avea mk posEmos,0
1825,Turkcell kullanan öğrenci mi olur yahu,0
1826,Turkcell timlerde gizli sarı Unit'esin var oraya git olum dert ettiğin seye bak,1
1827,sabahtan beri beni arıyorsun istiyorsun,0
1828,Turkcell kanka,1
1829,zaman yapmalıyız Turkcell can koymadıkları kadar büyük bir hata yaptıklarını gösteren bir mesaj,0
1830,İstanbul dan bolu kadar kopmadan İnternet keyfini bana yaşatan Turkcell ye sonsuz teşekkürler hizmet budur posEmos,1
1831,kontörlü hatlarda temlikli cihaz alabiliyor duyuraydınız iyiydi,0
1832,bunca yıllık Turkcell kullanıcısıyım beni bulmuyor böyle şeyler,0
1833,Turkcell bayileri ucuzu selin in Blackberry oradan aldım ben,1
1834,kamil koç Turkcell liler bir bilet alana bir bilet bedava kampanyası yapıyor içeriğini bakınca sinir oldum,0
1835,alem artık daraldıysan herşeyden Eğerci bıktıysan kotuysan hayattan Türk'selle bağlan hayata posEmos,1
1836,hayat paylaşınca güzel posEmos,1
1837,gerçekten çok tsk ederim gündür hattımı kullanamadığım sistemlerinizin neyse kötü olduğunu söyleyim yeter,0
1838,kurumsal hat kullanmak yerine bireysel faturalı ol iyi valla bireysel faturalı olsaydım Turkcell simdi Samsun Galaxy not almıştım,1
1839,basarili sordum seni paylasinca güzel diyorum Mn'n posEmos posEmos,1
1840,Avea dan bana ay tl fatura gelecek Turkcell geri dönmeyi düşünüyorum posEmos negEmos,1
1841,bir tim calisani bana kahve ismarliyor tesekkurler kahve dünyası posEmos posEmos,1
1842,Turkcell ben sesimden tanır Turkcell ben sesimden tanır Turkcell ben aasdfghjksasdfghj yeteler Eeeee adamı delırtırsın Turkcell,0
